name,operator,operator_norm,lat,lon,v6_layer,confidence,promotion_action,promotion_note,source_category,n_sources,physical_facility,address,source,note,ADMIN,CONTINENT,ISO_A3,SUBREGION,_source_file,cluster_id,coord_confidence,facility_type,has_operator,in_both_sources,merge_distance_m,merge_matched_name,merge_status,name_normalized,operator_tier,osm_id,osm_type,provider,region_code,sources,status,wikidata_id,year,v7_status,v7_pending_review,v7_change_log
"TM ONE, Plaza VADS",Telekom Malaysia Berhad (TM),Telekom Malaysia Berhad (TM),3.139446,101.630177,v6_review,0.2833,,PeeringDB single-source discovery. High intrinsic quality (operator self-registered with coords) but needs a second source to auto-promote. Check against local press or OSM.,PeeringDB,1,True,"Plaza VADS, Kuala Lumpur, 60000",https://www.peeringdb.com/fac/5654,pdb_id=5654 | clli= | region=Asia Pacific | status=ok,Malaysia,Asia,MYS,South-Eastern Asia,peeringdb_candidates.csv,,source_native,physical_facility,True,False,,,new,tm one plaza vads,sovereign_telco,,,,,PeeringDB fac 5654,,,,inherited,,inherited from v6 master unchanged
"TM ONE KVDC, Cyberjaya",Telekom Malaysia Berhad (TM),Telekom Malaysia Berhad (TM),,,v6_review,0.2233,,PeeringDB single-source discovery. High intrinsic quality (operator self-registered with coords) but needs a second source to auto-promote. Check against local press or OSM.,PeeringDB,1,True,"Lingkaran Teknokrat Timur, Cyberjaya, 63000",https://www.peeringdb.com/fac/5655,pdb_id=5655 | clli= | region=Asia Pacific | status=ok,Malaysia,Asia,MYS,South-Eastern Asia,peeringdb_candidates.csv,,,physical_facility,True,False,,,new,tm one kvdc cyberjaya,sovereign_telco,,,,,PeeringDB fac 5655,,,,inherited,,inherited from v6 master unchanged
"TM ONE CBJ8, Cyberjaya",Telekom Malaysia Berhad (TM),Telekom Malaysia Berhad (TM),,,v6_review,0.2233,,PeeringDB single-source discovery. High intrinsic quality (operator self-registered with coords) but needs a second source to auto-promote. Check against local press or OSM.,PeeringDB,1,True,"Jalan Cyber Point 4, Cyberjaya, 63000",https://www.peeringdb.com/fac/5769,pdb_id=5769 | clli= | region=Asia Pacific | status=ok,Malaysia,Asia,MYS,South-Eastern Asia,peeringdb_candidates.csv,,,physical_facility,True,False,,,new,tm one cbj8 cyberjaya,sovereign_telco,,,,,PeeringDB fac 5769,,,,inherited,,inherited from v6 master unchanged
"TM ONE PG1, Penang",Telekom Malaysia Berhad (TM),Telekom Malaysia Berhad (TM),5.424515,100.325495,v6_review,0.2833,,PeeringDB single-source discovery. High intrinsic quality (operator self-registered with coords) but needs a second source to auto-promote. Check against local press or OSM.,PeeringDB,1,True,"39, Jalan Sultan Ahmad Shah, Georgetown, 10050",https://www.peeringdb.com/fac/5770,pdb_id=5770 | clli= | region=Asia Pacific | status=ok,Malaysia,Asia,MYS,South-Eastern Asia,peeringdb_candidates.csv,,source_native,physical_facility,True,False,,,new,tm one pg1 penang,sovereign_telco,,,,,PeeringDB fac 5770,,,,inherited,,inherited from v6 master unchanged
ModernOne Data Solutions Sdn. Bhd.,ModernOne Data Solutions Sdn. Bhd.,ModernOne Data Solutions Sdn. Bhd.,2.977314,101.796223,v6_review,0.2833,,PeeringDB single-source discovery. High intrinsic quality (operator self-registered with coords) but needs a second source to auto-promote. Check against local press or OSM.,PeeringDB,1,True,"No 93-2A, Jalan TKS 1,, Kajang, 4000",https://www.peeringdb.com/fac/6018,pdb_id=6018 | clli= | region=Asia Pacific | status=ok,Malaysia,Asia,MYS,South-Eastern Asia,peeringdb_candidates.csv,,source_native,physical_facility,True,False,,,new,modernone data solutions sdn bhd,tier2_colo,,,,,PeeringDB fac 6018,,,,inherited,,inherited from v6 master unchanged
"DANAWA DC, Kuching",Danawa Resources Sdn Bhd,Danawa Resources Sdn Bhd,1.51404,110.374811,v6_review,0.2833,,PeeringDB single-source discovery. High intrinsic quality (operator self-registered with coords) but needs a second source to auto-promote. Check against local press or OSM.,PeeringDB,1,True,"Setia Commercial Centre, Kuching, 93350",https://www.peeringdb.com/fac/6488,pdb_id=6488 | clli= | region=Asia Pacific | status=ok,Malaysia,Asia,MYS,South-Eastern Asia,peeringdb_candidates.csv,,source_native,physical_facility,True,False,,,new,danawa dc kuching,tier2_colo,,,,,PeeringDB fac 6488,,,,inherited,,inherited from v6 master unchanged
SACOFA Kuching,SACOFA Sdn. Bhd.,SACOFA Sdn. Bhd.,1.553771,110.329429,v6_review,0.2833,,PeeringDB single-source discovery. High intrinsic quality (operator self-registered with coords) but needs a second source to auto-promote. Check against local press or OSM.,PeeringDB,1,True,"Lot 367, Jalan Satok, Kuching, 93400",https://www.peeringdb.com/fac/7013,pdb_id=7013 | clli= | region=Asia Pacific | status=ok,Malaysia,Asia,MYS,South-Eastern Asia,peeringdb_candidates.csv,,source_native,physical_facility,True,False,,,new,sacofa kuching,tier2_colo,,,,,PeeringDB fac 7013,,,,inherited,,inherited from v6 master unchanged
"TM ONE CBJ2, Cyberjaya",Telekom Malaysia Berhad (TM),Telekom Malaysia Berhad (TM),,,v6_review,0.2233,,PeeringDB single-source discovery. High intrinsic quality (operator self-registered with coords) but needs a second source to auto-promote. Check against local press or OSM.,PeeringDB,1,True,"Jalan Lingkaran Fauna, Cyberjaya, 63000",https://www.peeringdb.com/fac/8711,pdb_id=8711 | clli= | region=Asia Pacific | status=ok,Malaysia,Asia,MYS,South-Eastern Asia,peeringdb_candidates.csv,,,physical_facility,True,False,,,new,tm one cbj2 cyberjaya,sovereign_telco,,,,,PeeringDB fac 8711,,,,inherited,,inherited from v6 master unchanged
IP ServerOne MYIX-CJ1,IP ServerOne Solutions Sdn Bhd,IP ServerOne Solutions Sdn Bhd,,,v6_review,0.2233,,PeeringDB single-source discovery. High intrinsic quality (operator self-registered with coords) but needs a second source to auto-promote. Check against local press or OSM.,PeeringDB,1,True,"Jalan Cyber Point 4,, Cyberjaya, 63000",https://www.peeringdb.com/fac/8746,pdb_id=8746 | clli= | region=Asia Pacific | status=ok,Malaysia,Asia,MYS,South-Eastern Asia,peeringdb_candidates.csv,,,physical_facility,True,False,,,new,ip serverone myix cj1,tier2_colo,,,,,PeeringDB fac 8746,,,,inherited,,inherited from v6 master unchanged
Open DC JB2 - Menara Ansar,OPEN DC SDN BHD,OPEN DC SDN BHD,1.460311,103.76285,v6_review,0.2833,,PeeringDB single-source discovery. High intrinsic quality (operator self-registered with coords) but needs a second source to auto-promote. Check against local press or OSM.,PeeringDB,1,True,"Menara Ansar, Johor Bahru, 80000",https://www.peeringdb.com/fac/11025,pdb_id=11025 | clli= | region=Asia Pacific | status=ok,Malaysia,Asia,MYS,South-Eastern Asia,peeringdb_candidates.csv,,source_native,physical_facility,True,False,,,new,open dc jb2 menara ansar,tier2_colo,,,,,PeeringDB fac 11025,,,,inherited,,inherited from v6 master unchanged
MEASAT  DC Cyberjaya,MEASAT Satellite Systems,MEASAT Satellite Systems,2.935558,101.65836,v6_review,0.2833,,PeeringDB single-source discovery. High intrinsic quality (operator self-registered with coords) but needs a second source to auto-promote. Check against local press or OSM.,PeeringDB,1,True,"Measat Teleport Broadcast Center, Jalan Teknokrat 1/2, Cyberjaya, 63000",https://www.peeringdb.com/fac/11926,pdb_id=11926 | clli= | region=Asia Pacific | status=ok,Malaysia,Asia,MYS,South-Eastern Asia,peeringdb_candidates.csv,,source_native,physical_facility,True,False,,,new,measat dc cyberjaya,tier2_colo,,,,,PeeringDB fac 11926,,,,inherited,,inherited from v6 master unchanged
SAFEHOUSE Data Centre,i-Tech Network Solutions Sdn Bhd,i-Tech Network Solutions Sdn Bhd,3.165702,101.653155,v6_review,0.2833,,PeeringDB single-source discovery. High intrinsic quality (operator self-registered with coords) but needs a second source to auto-promote. Check against local press or OSM.,PeeringDB,1,True,"Level 31, Menara 1MK, Mont' Kiara, 50480",https://www.peeringdb.com/fac/12537,pdb_id=12537 | clli= | region=Asia Pacific | status=ok,Malaysia,Asia,MYS,South-Eastern Asia,peeringdb_candidates.csv,,source_native,physical_facility,True,False,,,new,safehouse data centre,tier2_colo,,,,,PeeringDB fac 12537,,,,inherited,,inherited from v6 master unchanged
irix Tier IV DC @ Santubong 1,IRIX,IRIX,,,v6_review,0.2233,,PeeringDB single-source discovery. High intrinsic quality (operator self-registered with coords) but needs a second source to auto-promote. Check against local press or OSM.,PeeringDB,1,True,"Lot 727, Block 3, Salak Land District Jalan Sultan Tengah, Santubong, Kuching, 93010",https://www.peeringdb.com/fac/12841,pdb_id=12841 | clli= | region=Asia Pacific | status=ok,Malaysia,Asia,MYS,South-Eastern Asia,peeringdb_candidates.csv,,,physical_facility,True,False,,,new,irix tier iv dc santubong 1,tier2_colo,,,,,PeeringDB fac 12841,,,,inherited,,inherited from v6 master unchanged
AIMS Cyberjaya,AIMS Data Centre Sdn Bhd,AIMS Data Centre Sdn Bhd,,,v6_review,0.2233,,PeeringDB single-source discovery. High intrinsic quality (operator self-registered with coords) but needs a second source to auto-promote. Check against local press or OSM.,PeeringDB,1,True,"Jalan Teknokrat 1/2, Cyber 3, Cyberjaya, 63000",https://www.peeringdb.com/fac/13120,pdb_id=13120 | clli= | region=Asia Pacific | status=ok,Malaysia,Asia,MYS,South-Eastern Asia,peeringdb_candidates.csv,,,physical_facility,True,False,,,new,aims cyberjaya,tier2_colo,,,,,PeeringDB fac 13120,,,,pending_review,"not_duplicate_per_dedup_4: Evidence reversal: the two PeeringDB records have DIFFERENT addresses, so they are two distinct buildings — not a duplicate. PDB fac/3168 (AIMS CJ1 Cyberjaya) is at Jalan Cyber Point 4, Cyber 8, Cyberjaya 63000. PDB fac/13120 (AIMS Cyberjaya) is at Jalan Teknokrat 1/2, Cyber 3, Cyberjaya 63000. Cybe || see also dedup entry 3 (review): v6_row_74 vs v6_row_9; and dedup entry 4: v6_row_91 may describe same Cyber 3 building as v6_row_9 — three-way review needed before v8.",dedup_not_duplicate_keep_both (entry 4): paired v6_row_74 ↔ v6_row_91 | special_case:AIMS_three_way
Open DC PE1 - Suntech Penang Cybercity,OPEN DC SDN BHD,OPEN DC SDN BHD,5.325826,100.286772,v6_review,0.2833,,PeeringDB single-source discovery. High intrinsic quality (operator self-registered with coords) but needs a second source to auto-promote. Check against local press or OSM.,PeeringDB,1,True,"Level 12B, Suntech @ Penang Cybercity, Penang, 11950",https://www.peeringdb.com/fac/14325,pdb_id=14325 | clli= | region=Asia Pacific | status=ok,Malaysia,Asia,MYS,South-Eastern Asia,peeringdb_candidates.csv,,source_native,physical_facility,True,False,,,new,open dc pe1 suntech penang cybercity,tier2_colo,,,,,PeeringDB fac 14325,,,,pending_review,sweep_cotenant_pair:paired_with_v7_row_130 (haversine=46m),inherited from v6 master unchanged
STT Johor 1,ST Telemedia Global Data Centres (STT GDC),ST Telemedia Global Data Centres (STT GDC),1.443716,103.611792,v6_review,0.2833,,PeeringDB single-source discovery. High intrinsic quality (operator self-registered with coords) but needs a second source to auto-promote. Check against local press or OSM.,PeeringDB,1,True,"Nusa Cemerlang Industrial Park, Gelang Patah, 81550",https://www.peeringdb.com/fac/14883,pdb_id=14883 | clli= | region=Asia Pacific | status=ok,Malaysia,Asia,MYS,South-Eastern Asia,peeringdb_candidates.csv,,source_native,physical_facility,True,False,,,new,stt johor 1,tier1_colo,,,,,PeeringDB fac 14883,,,,inherited,,inherited from v6 master unchanged
MY03,Bridge Data Centres,Bridge Data Centres,3.045559,101.693271,v6_review,0.2833,,PeeringDB single-source discovery. High intrinsic quality (operator self-registered with coords) but needs a second source to auto-promote. Check against local press or OSM.,PeeringDB,1,True,"No.11,, Kuala Lumpur, 57000",https://www.peeringdb.com/fac/15718,pdb_id=15718 | clli= | region=Asia Pacific | status=ok,Malaysia,Asia,MYS,South-Eastern Asia,peeringdb_candidates.csv,,source_native,physical_facility,True,False,,,new,my03,tier1_colo,,,,,PeeringDB fac 15718,,,,inherited,,inherited from v6 master unchanged
MY07,Bridge Data Centres,Bridge Data Centres,,,v6_review,0.2233,,PeeringDB single-source discovery. High intrinsic quality (operator self-registered with coords) but needs a second source to auto-promote. Check against local press or OSM.,PeeringDB,1,True,"Johor, Johor, 00000",https://www.peeringdb.com/fac/15720,pdb_id=15720 | clli= | region=Asia Pacific | status=ok,Malaysia,Asia,MYS,South-Eastern Asia,peeringdb_candidates.csv,,,physical_facility,True,False,,,new,my07,tier1_colo,,,,,PeeringDB fac 15720,,,,inherited,,inherited from v6 master unchanged
Open DC D8-1 - Bukit Kayu Hitam,OPEN DC SDN BHD,OPEN DC SDN BHD,,,v6_review,0.2233,,PeeringDB single-source discovery. High intrinsic quality (operator self-registered with coords) but needs a second source to auto-promote. Check against local press or OSM.,PeeringDB,1,True,"Bukit Kayu Hitam, Bukit Kayu Hitam, 06060",https://www.peeringdb.com/fac/16281,pdb_id=16281 | clli= | region=Asia Pacific | status=ok,Malaysia,Asia,MYS,South-Eastern Asia,peeringdb_candidates.csv,,,physical_facility,True,False,,,new,open dc d8 1 bukit kayu hitam,tier2_colo,,,,,PeeringDB fac 16281,,,,inherited,,inherited from v6 master unchanged
NEXTDC KL1,NEXTDC,NEXTDC,,,v6_review,0.2233,,PeeringDB single-source discovery. High intrinsic quality (operator self-registered with coords) but needs a second source to auto-promote. Check against local press or OSM.,PeeringDB,1,True,"PT250, Jalan 51A/229, Petaling Jaya, 46100",https://www.peeringdb.com/fac/16704,pdb_id=16704 | clli= | region=Asia Pacific | status=ok,Malaysia,Asia,MYS,South-Eastern Asia,peeringdb_candidates.csv,,,physical_facility,True,False,,,new,nextdc kl1,tier2_colo,,,,,PeeringDB fac 16704,,,,inherited,,inherited from v6 master unchanged
BRIDGE DATA CENTRES MALAYSIA SDN BHD (Sepang),BRIDGE DATA CENTRES MALAYSIA SDN BHD,BRIDGE DATA CENTRES MALAYSIA SDN BHD,2.6895,101.6993,v6_review,0.3133,,Energy Commission licensee matching a DC-suggestive keyword. May be a genuine licensed DC or a false positive (shopping mall / hospital / office tower matching 'centre'). Confirm via operator lookup.,Energy Commission License,1,True,"LOT PT 12144 DAN PT 12145, MUKIM DENGKIL, DAERAH SEPANG, 63000, SELANGOR",https://www.st.gov.my/stakeholders/electricity/list-of-registered-electricity-industry-professionals-and-licensees/list-public-distribution-licensee?page=5,match=keyword:data | capacity=21.25 | licensed=8 November 2021..8 October 2031,Malaysia,Asia,MYS,South-Eastern Asia,st_candidates.csv,,geocoded_with_campus_offset,physical_facility,True,False,,,new,bridge data centres malaysia sdn bhd sepang,tier1_colo,,,,,Energy Commission License,,,2021.0,inherited,,inherited from v6 master unchanged
UNIVERSITI TELEKOM SDN BHD (Melaka),UNIVERSITI TELEKOM SDN BHD,UNIVERSITI TELEKOM SDN BHD,2.1896,102.2501,v6_review,0.3133,,Energy Commission licensee matching a DC-suggestive keyword. May be a genuine licensed DC or a false positive (shopping mall / hospital / office tower matching 'centre'). Confirm via operator lookup.,Energy Commission License,1,True,"PT7216, LOT 11662, LOT 11721, LOT 11724 BUKIT BARU MELAKA TENGAH 75450 MELAKA",https://www.st.gov.my/stakeholders/electricity/list-of-registered-electricity-industry-professionals-and-licensees/list-public-distribution-licensee?page=35,match=keyword:telekom | capacity=8.00 | licensed=5 January 2024..5 December 2033,Malaysia,Asia,MYS,South-Eastern Asia,st_candidates.csv,,geocoded_with_campus_offset,physical_facility,True,False,,,new,universiti telekom sdn bhd melaka,tier2_colo,,,,,Energy Commission License,,,2024.0,inherited,,inherited from v6 master unchanged
Bridge Data Centres MY01 (Cyberjaya),Bridge Data Centres,Bridge Data Centres,2.9203335,101.6618386,v6_gapfill,,,,Trade Press,2,True,"7118 Jalan Impact, Cyber 6, Cyberjaya, Selangor",https://www.datacenters.com/providers/bridge-data-centres/data-center-locations | https://baxtel.com/data-center/bridge-data-centres-cyberjaya-my01,"Bridge DC's first Malaysia site. Operator-listed across baxtel + datacenters.com. | geocoded via Nominatim (full_address): match='Jalan IMPACT, Cyber 6, Cyberjaya, Sepang, Selangor, 63000, Malaysia' importance=0.05339468757152663",Malaysia,Asia,MYS,South-Eastern Asia,,,building,physical_facility,True,False,,,,,,,,,,,Operational,,,promoted,,gapfill_add_new: candidate row 0 (Bridge Data Centres MY01 (Cyberjaya))
Bridge Data Centres MY03 (Bukit Jalil),Bridge Data Centres,Bridge Data Centres,3.0533462,101.6802937,v6_gapfill,,,,Trade Press,2,True,"Jalan Inovasi 3, MRANTI Park, Bukit Jalil, Kuala Lumpur",https://www.datacenters.com/bridge-data-centres-my03-bukit-jalil-malaysia | https://www.datacenterdynamics.com/en/news/bridge-dc-expands-in-malaysia-with-data-center-in-cyberjaya/,"Hyperscale campus in MRANTI Park, Bukit Jalil. 48MW IT power per DCD. | geocoded via Nominatim (city_centroid): match='Bukit Jalil, Kuala Lumpur, 57000, Malaysia' importance=0.4493771408372394",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Operational,,,promoted,,gapfill_add_new: candidate row 2 (Bridge Data Centres MY03 (Bukit Jalil))
VADS Iskandar Puteri Data Centre (IPDC),VADS Berhad,VADS (TM subsidiary),1.4308493,103.5951104,v6_gapfill,,,,Operator Website,2,True,"Nusajaya Tech Park, Iskandar Puteri, Johor",http://www.vads.com/telekom-malaysia-berhad-and-nusajaya-tech-park-sdn-bhd-partner-to-develop-data-center-in-iskandar-malaysia-johor/ | http://www.vads.com/tm-develops-a-purpose-built-data-centre-and-invests-in-nusajaya-tech-park-3/,"VADS-branded facility co-located with TM Global IPDC at Nusajaya Tech Park. Dual-brand convention per v5.1. | geocoded via Nominatim (full_address): match='Nusajaya Tech Park, Gelang Patah, Iskandar Puteri, Johor Bahru, Johor, Malaysia' importance=0.0800537750820172 | Co-branded with TM Global IPDC at same building (gapfill row 21). | [correction_log]: §2b relabel building→approximate_locality: building→approximate_locality (no street token in match) || §5 dual-brand link: ↔ row 21 (TM Global IPDC)",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Operational,,,pending_review,sweep_cotenant_pair:paired_with_v7_row_119 (haversine=0m),gapfill_add_new: candidate row 3 (VADS Iskandar Puteri Data Centre (IPDC))
VADS Klang Valley Data Centre (KVDC),VADS Berhad,VADS (TM subsidiary),2.9338908,101.6455587,v6_gapfill,,,,Operator Website,2,True,"Cyberjaya, Selangor",http://www.vads.com/vads-gears-up-its-twin-core-strategy-in-malaysia/ | http://www.vads.com/about-us/,"VADS twin-core DC. Operator statement: 'IPDC and KVDC placed 320km apart with fast fibre link.' | geocoded via Nominatim (full_address): match='Cyberjaya, Sepang, Selangor, Malaysia' importance=0.4737589076603142 | Co-branded with TM Global KVDC at same building (gapfill row 20). | [correction_log]: §2b relabel building→approximate_locality: building→approximate_locality (no street token in match) || §5 dual-brand link: ↔ row 20 (TM Global KVDC)",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Operational,,,pending_review,sweep_cotenant_pair:paired_with_v7_row_118 (haversine=0m),gapfill_add_new: candidate row 4 (VADS Klang Valley Data Centre (KVDC))
Maxis i-City Data Centre (Shah Alam),Maxis Berhad,Maxis,3.0739429,101.5185278,v6_gapfill,,,,Operator Website,2,True,"Block M, No 6, Persiaran Multimedia i-City, Seksyen 7, 40000 Shah Alam, Selangor",https://www.business.maxis.com.my/en/cloud/data-centres/ | https://www.malaysianwireless.com/2012/10/maxis-data-centre-gets-tier-iii-certification/,"First Tier-III-certified DC in Malaysia (2012). Located in i-City complex Shah Alam. | geocoded via Nominatim (city_centroid): match='Shah Alam, Petaling, Selangor, Malaysia' importance=0.5586284907210985 | Co-tenant building with HDC at i-City Block M (gapfill row 16). Dual-operator convention per VADS/TM Global pattern — keep as separate rows if convention applies, or merge per human decision. | [correction_log]: §4a added cotenant-review flag linking to row 16 (HDC)",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Operational,,,pending_review,review:cotenant_of_HDC High Performance Data Centre (Shah Alam) || sweep_cotenant_pair:paired_with_v7_row_69 (haversine=30m),gapfill_review: candidate row 5 (Maxis i-City Data Centre (Shah Alam))
Racks Central RCJM1 (Pasir Gudang),Racks Central,Racks Central,1.5367895,103.9315926,v6_gapfill,,,,Operator Website,2,True,"Iskandar Halal Park, 81700 Pasir Gudang, Johor",https://www.rackscentral.com/locations/rcjm1 | https://www.rackscentral.com/news/racks-central-expands-data-center-capacity-with-landmark-acquisition-in-iskandar-halal-park-johor,"Racks Central's first Malaysia site. 90MW IT load, 9200sqm white space. | geocoded via Nominatim (full_address): match='Iskandar Halal Park (Phase 2, U/C), Pasir Gudang, Johor Bahru, Johor, 81700, Mal' importance=0.10672097581445027 | v7.1 fix 6: building-level row preserved per project convention; coord inherited from shared geocode. Individual building coords require satellite imagery review (deferred to satellite pass).",Malaysia,Asia,MYS,South-Eastern Asia,,,building,physical_facility,True,False,,,,,,,,,,,Operational,,,pending_review,sweep_potential_dup:paired_with_v7_row_105 (haversine=0m) || pending_satellite_coord_refinement:RCJM1,gapfill_add_new: candidate row 6 (Racks Central RCJM1 (Pasir Gudang)) | v7.1 fix 6: documented shared-geocode status; coord refinement deferred.
Racks Central RCJM2A (Pasir Gudang),Racks Central,Racks Central,1.5367895,103.9315926,v6_gapfill,,,,Operator Website,1,True,"Iskandar Halal Park, 81700 Pasir Gudang, Johor",https://www.rackscentral.com/locations/rcjm2a,"Adjacent 12.9-acre expansion. 175MW target IT load. | geocoded via Nominatim (full_address): match='Iskandar Halal Park (Phase 2, U/C), Pasir Gudang, Johor Bahru, Johor, 81700, Mal' importance=0.10672097581445027 | v7.1 fix 6: building-level row preserved per project convention; coord inherited from shared geocode. Individual building coords require satellite imagery review (deferred to satellite pass).",Malaysia,Asia,MYS,South-Eastern Asia,,,building,physical_facility,True,False,,,,,,,,,,,Operational,,,pending_review,sweep_potential_dup:paired_with_v7_row_104 (haversine=0m) || pending_satellite_coord_refinement:RCJM2A,gapfill_add_new: candidate row 7 (Racks Central RCJM2A (Pasir Gudang)) | v7.1 fix 6: documented shared-geocode status; coord refinement deferred.
Racks Central RCJM2B (Pasir Gudang),Racks Central,Racks Central,1.5367895,103.9315926,v6_gapfill,,,,Operator Website,1,True,"Iskandar Halal Park, 81700 Pasir Gudang, Johor",https://www.rackscentral.com/locations/rcjm2b,"Second Pasir Gudang phase. 175MW target, AI-native. | geocoded via Nominatim (full_address): match='Iskandar Halal Park (Phase 2, U/C), Pasir Gudang, Johor Bahru, Johor, 81700, Mal' importance=0.10672097581445027 | v7.1 fix 6: building-level row preserved per project convention; coord inherited from shared geocode. Individual building coords require satellite imagery review (deferred to satellite pass).",Malaysia,Asia,MYS,South-Eastern Asia,,,building,physical_facility,True,False,,,,,,,,,,,Operational,,,pending_review,sweep_potential_dup:paired_with_v7_row_104 (haversine=0m) || pending_satellite_coord_refinement:RCJM2B,gapfill_add_new: candidate row 8 (Racks Central RCJM2B (Pasir Gudang)) | v7.1 fix 6: documented shared-geocode status; coord refinement deferred.
MyTelehaus PJ3 Centre (Petaling Jaya),MyTelehaus,MyTelehaus,3.0988792,101.6454202,v6_gapfill,,,,Operator Website,2,True,"Plaza33, Petaling Jaya, Selangor",http://mytelehaus.com/pj3-centre/ | https://www.datacenterdynamics.com/en/news/operator-mytelehaus-to-open-data-center-in-selangor-malaysia/,"First Tier-3 DC in Malaysia in a high-rise. MSC status. | geocoded via Nominatim (city_centroid): match='Petaling Jaya, Petaling, Selangor, Malaysia' importance=0.5454663392665692",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Operational,,,promoted,,gapfill_add_new: candidate row 9 (MyTelehaus PJ3 Centre (Petaling Jaya))
MyTelehaus CJ1 (Petaling Jaya),MyTelehaus,MyTelehaus,3.1138829,101.6423159,v6_gapfill,,,,Trade Press,2,True,"No. 1 Jalan Kemajuan, 46200 Petaling Jaya, Selangor",https://inflect.com/no-1-jalan-kemajuan-petaling-jaya/mytelehaus/datacenter/cj1 | https://baxtel.com/data-center/mytelehaus-cyberjaya-cj1-centre,"Despite the 'CJ' naming, sited in Petaling Jaya per Inflect/baxtel. | geocoded via Nominatim (full_address): match='Jalan Kemajuan, Seksyen 13, Petaling Jaya, Petaling, Selangor, 46200, Malaysia' importance=0.053408393224994244",Malaysia,Asia,MYS,South-Eastern Asia,,,building,physical_facility,True,False,,,,,,,,,,,Operational,,,promoted,,gapfill_add_new: candidate row 10 (MyTelehaus CJ1 (Petaling Jaya))
SILVERSTREAMS Data Centre (Bagan Datuk),Silver Streams Technofarm Sdn Bhd,Silverstream,3.9166667,100.9166667,v6_gapfill,,,,Trade Press,3,True,"Bagan Datuk, Perak",https://silverstreams.ai/ | https://www.bernama.com/misc/rss/news.php?id=2543321 | https://theedgemalaysia.com/node/779495,"RM569M contract with Inspur Cloud. 10MW phase-1 by Q4 2027, 49-acre site, up to 25MW. Privasia subsidiary; Mara+Felcra backed. | geocoded via Nominatim (full_address): match='Bagan Datuk, Perak, Malaysia' importance=0.4699452506107351 | [correction_log]: §2b relabel building→approximate_locality: building→approximate_locality (no street token in match)",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Operational,,,promoted,,gapfill_add_new: candidate row 11 (SILVERSTREAMS Data Centre (Bagan Datuk))
Exitra Data Center (Kuala Lumpur),Exitra Sdn Bhd,Exitra,3.1516964,101.6942371,v6_gapfill,,,,Trade Press,1,True,"No 1, Building LGB, Jalan Wan Kadir, 60000 Kuala Lumpur",https://datacentercatalog.com/malaysia/exitra-data-center,"MSC-status local integrator. Single source — needs a second corroboration before promotion. | geocoded via Nominatim (city_centroid): match='Kuala Lumpur, Malaysia' importance=0.7103748289161554",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Operational,,,promoted,,gapfill_add_new: candidate row 12 (Exitra Data Center (Kuala Lumpur))
Progenet Data Center (Petaling Jaya),Progenet Innovations,Progenet,3.1307267,101.5947711,v6_gapfill,,,,Trade Press,1,True,"Menara Lien Hoe, 47410 Petaling Jaya, Selangor",https://datacentercatalog.com/malaysia/progenet-data-center-tier-31,"Tier-3. 7000sqft/floor. Single-source-ish — two trade directories. | geocoded via Nominatim (full_address): match='Menara Lien Hoe, Persiaran Tropicana, Tropicana Golf & Country Resort, PJU 3, Pe' importance=7.505989166089902e-05 WARNING: downgraded to single-source after removing TOS-blocked citation; address/coords derive from the remaining source only — verify. | [correction_log]: §1b stripped 1 dcm url(s); n_sources→1; appended single-source warning.",Malaysia,Asia,MYS,South-Eastern Asia,,,building,physical_facility,True,False,,,,,,,,,,,Operational,,,promoted,,gapfill_add_new: candidate row 13 (Progenet Data Center (Petaling Jaya))
Teliti Datacentre (Bandar Enstek),Teliti Datacentres,Teliti,2.7574497,101.7675038,v6_gapfill,,,,Trade Press,1,True,"Techpark@Enstek, Lot PT29470 & PT29471, Bandar Enstek, Mukim Labu, Daerah Seremban, Negeri Sembilan",https://www.edgeprop.my/content/teliti-data-centre-named-key-project-under-business-services-sector-epp,"Tier-3, 120,000sqft NLA. ETP key project under Business Services sector. Targeting Tier-4. | geocoded via Nominatim (city_centroid): match='Bandar Enstek, Nilai, Seremban, Negeri Sembilan, 71760, Malaysia' importance=0.14671810864423587 WARNING: downgraded to single-source after removing TOS-blocked citation; address/coords derive from the remaining source only — verify. | [correction_log]: §1b stripped 1 dcm url(s); n_sources→1; appended single-source warning.",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Operational,,,promoted,,gapfill_add_new: candidate row 14 (Teliti Datacentre (Bandar Enstek))
